ts,ppg_raw,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr
1781506352681,2070582,4.145842,-3.5542634,8.004278,0.034208454,0.057421334,-0.028099801,70
1781506352741,2071403,4.1865582,-3.5925844,8.011463,0.034208454,0.057421334,-0.028099801,70
1781506352775,2072427,4.1506324,-3.4872017,8.183907,0.034208454,0.057421334,-0.028099801,70
1781506352808,2073524,4.1578174,-3.5494733,8.131216,0.034208454,0.057421334,-0.028099801,70
1781506352841,2074604,4.1865582,-3.6021645,8.066549,0.034208454,0.057421334,-0.028099801,70
1781506352884,2075816,4.2057185,-3.5758188,8.097685,0.034208454,0.057421334,-0.028099801,70
1781506352920,2077117,4.2057185,-3.5758188,8.097685,0.034208454,0.057421334,-0.028099801,70
1781506352967,2078266,4.102731,-3.496782,8.138401,0.034208454,0.057421334,-0.028099801,70
1781506353002,2076887,4.2344594,-3.5710287,8.042599,-0.035430185,-0.034208454,-0.018325957,70
1781506353047,2074019,4.2344594,-3.5710287,8.042599,-0.034208454,0.02443461,-0.02565634,70
1781506353084,2071638,4.093151,-3.6189299,8.061759,-0.021991149,0.0,-0.02565634,70
1781506353120,2070021,4.184163,-3.62372,8.0905,-0.021991149,0.0,-0.02565634,70
1781506353164,2068676,4.222484,-3.6141398,8.028229,-0.028099801,0.0061086523,-0.012217305,70
1781506353202,2067921,4.167398,-3.6788063,8.009068,-0.013439035,-0.004886922,-0.029321533,70
1781506353263,2067833,4.184163,-3.6644359,8.004278,-0.021991149,-0.013439035,-0.008552114,70
1781506353284,2067682,4.203324,-3.7243123,8.047389,-0.008552114,-0.012217305,0.0036651916,70
1781506353321,2067530,4.2081137,-3.583004,8.088105,-0.014660766,-0.007330383,0.014660766,70
1781506353361,2067658,4.203324,-3.6548557,8.054574,-0.002443461,0.013439035,0.0061086523,70
1781506353409,2067973,4.1793733,-3.6596458,8.042599,0.0012217305,0.008552114,0.0,70
1781506353441,2068598,4.1506324,-3.6859915,8.011463,0.007330383,0.010995574,0.002443461,70
1781506353485,2069338,4.1506324,-3.6859915,8.011463,0.007330383,0.010995574,0.002443461,70
1781506353520,2070267,4.203324,-3.6596458,8.078525,0.007330383,0.010995574,0.002443461,70
1781506353561,2070267,4.203324,-3.6596458,8.078525,0.007330383,0.010995574,0.002443461,69
1781506353601,2071255,4.172188,-3.5686338,8.047389,0.007330383,0.010995574,0.002443461,69
1781506353642,2073311,4.2464347,-3.748263,7.9827223,0.007330383,0.010995574,0.002443461,69
1781506353681,2074452,4.2464347,-3.748263,7.9827223,0.007330383,0.010995574,0.002443461,69
1781506353733,2075688,4.1697927,-3.6835964,8.092895,0.007330383,0.010995574,0.002443461,69
1781506353768,2076861,4.2248793,-3.6021645,8.009068,0.007330383,0.010995574,0.002443461,69
1781506353801,2078072,4.193743,-3.6524606,7.9970927,0.007330383,0.010995574,0.002443461,69
1781506353846,2078072,4.193743,-3.6524606,7.9970927,0.007330383,0.010995574,0.002443461,69
1781506353881,2076582,4.2919407,-3.626115,7.9851174,0.007330383,0.010995574,0.002443461,69
1781506353940,2069550,4.148237,-3.578214,8.030623,0.009773844,-0.0012217305,0.0036651916,69
1781506353962,2069550,4.2368546,-3.6404853,8.08571,0.032986723,0.0012217305,0.0036651916,69
1781506354002,2068399,4.217694,-3.5973744,8.068944,0.018325957,0.0061086523,0.017104227,69
1781506354042,2067947,4.229669,-3.6788063,8.037808,0.039095376,0.013439035,0.02321288,69
1781506354081,2067975,4.172188,-3.5734239,8.047389,0.02076942,0.013439035,0.014660766,69
1781506354120,2067966,4.2440395,-3.4800167,8.119241,0.032986723,0.015882496,-0.007330383,69
1781506354161,2067966,4.2440395,-3.4800167,8.119241,0.056199603,0.05131268,-0.015882496,69
1781506354203,2067873,4.174583,-3.5494733,8.10966,0.034208454,0.014660766,-0.0012217305,69
1781506354241,2068352,4.217694,-3.5758188,8.145586,0.040317107,0.0036651916,0.0061086523,69
1781506354281,2069267,4.193743,-3.4752266,8.028229,-0.0061086523,-0.004886922,0.0012217305,69
1781506354321,2071221,4.1075215,-3.453671,8.138401,-0.040317107,-0.018325957,-0.007330383,69
1781506354360,2071221,4.1075215,-3.453671,8.138401,-0.035430185,-0.015882496,-0.010995574,69
1781506354401,2073363,4.100336,-3.542288,8.11445,-0.010995574,0.0,-0.007330383,69
1781506354442,2077461,4.131472,-3.5853992,8.088105,-0.028099801,-0.007330383,0.018325957,69
1781506354482,2078889,4.1123114,-3.5566585,8.10966,-0.030543262,-0.0036651916,0.02565634,69
1781506354522,2080202,4.2847557,-3.5279179,7.9946976,-0.009773844,0.010995574,0.0,69
1781506354561,2081555,4.090756,-3.5063622,8.088105,-0.004886922,-0.0036651916,-0.019547688,69
1781506354602,2082096,4.102731,-3.5494733,8.064155,0.0012217305,-0.032986723,0.0,69
1781506354644,2082096,4.102731,-3.5494733,8.064155,0.014660766,-0.02076942,0.013439035,69
1781506354680,2076520,4.193743,-3.578214,8.119241,0.007330383,0.017104227,0.013439035,69
1781506354722,2074100,4.1410522,-3.5135474,8.124031,-0.015882496,0.02565634,-0.008552114,69
1781506354762,2072487,4.2320642,-3.621325,8.097685,-0.009773844,0.014660766,-0.012217305,69
1781506354802,2071202,4.138657,-3.6189299,8.047389,-0.015882496,-0.004886922,0.0,69
1781506354841,2070681,4.165003,-3.6476705,8.126426,0.0012217305,-0.0036651916,0.0061086523,69
1781506354882,2070400,4.100336,-3.6285102,8.138401,-0.0012217305,0.0,0.010995574,69
1781506354920,2070400,4.100336,-3.6285102,8.138401,-0.004886922,0.0,-0.009773844,69
1781506354961,2069657,4.2368546,-3.451276,8.09529,-0.0061086523,-0.012217305,-0.029321533,69
1781506355002,2069603,4.1434474,-3.5662386,8.059364,-0.0061086523,-0.034208454,-0.018325957,69
1781506355042,2069931,4.174583,-3.6883864,8.1000805,-0.004886922,-0.036651913,0.002443461,69
1781506355081,2070465,4.313496,-3.621325,8.09529,0.004886922,-0.0012217305,-0.0012217305,69
1781506355121,2071188,4.217694,-3.5063622,8.150376,-0.010995574,0.019547688,-0.013439035,69
1781506355161,2072065,4.181768,-3.6500657,8.049784,-0.02443461,0.010995574,-0.021991149,69
1781506355201,2072918,4.0739903,-3.6452756,8.092895,-0.015882496,-0.010995574,-0.013439035,69
1781506355242,2073859,4.2320642,-3.707547,8.042599,-0.0036651916,-0.007330383,0.009773844,69
1781506355281,2073859,4.2320642,-3.707547,8.042599,-0.007330383,0.004886922,0.014660766,69
1781506355322,2075905,4.1865582,-3.6093497,8.092895,0.004886922,0.009773844,-0.008552114,69
1781506355362,2075334,4.239249,-3.5949793,8.047389,0.0036651916,-0.0036651916,-0.018325957,69
1781506355401,2072202,4.2512245,-3.6835964,8.0905,0.015882496,-0.021991149,-0.004886922,69
1781506355442,2072202,4.2512245,-3.6835964,8.0905,0.0036651916,-0.02321288,0.010995574,69
1781506355481,2067541,4.2536197,-3.5614486,8.09529,0.010995574,0.008552114,0.002443461,69
1781506355522,2066308,4.2464347,-3.5255227,8.1910925,-0.007330383,0.02321288,-0.002443461,69
1781506355563,2065718,4.088361,-3.5159426,8.10487,-0.0036651916,0.017104227,-0.010995574,70
1781506355601,2065824,4.1793733,-3.583004,8.021043,-0.007330383,0.002443461,0.002443461,70
1781506355644,2065824,4.1793733,-3.583004,8.021043,0.008552114,0.004886922,0.019547688,70
1781506355681,2065579,4.1913486,-3.616535,8.124031,0.009773844,0.009773844,0.014660766,70
1781506355722,2065615,4.1913486,-3.458461,8.140796,0.0036651916,0.013439035,-0.010995574,70
1781506355762,2065960,4.119497,-3.580609,8.1000805,0.007330383,-0.0036651916,-0.018325957,70
1781506355802,2066576,4.1961384,-3.6859915,8.042599,0.012217305,-0.02076942,0.0,70
1781506355841,2067379,4.2775702,-3.6476705,8.138401,0.015882496,-0.009773844,0.013439035,70
1781506355880,2069373,4.203324,-3.4824116,8.203068,0.0061086523,0.015882496,-0.0012217305,70
1781506355921,2069373,4.203324,-3.4824116,8.203068,-0.007330383,0.02565634,-0.014660766,70
1781506355962,2071685,4.0332747,-3.657251,8.176722,-0.008552114,0.019547688,-0.010995574,70
1781506356002,2072956,4.210509,-3.5662386,8.08571,-0.0061086523,0.008552114,0.002443461,70
1781506356041,2074177,4.1913486,-3.6189299,8.188697,0.0061086523,0.004886922,0.012217305,70
1781506356083,2075556,4.222484,-3.542288,8.10487,-0.002443461,0.0036651916,0.0061086523,70
1781506356121,2075703,4.109916,-3.5710287,8.126426,0.009773844,0.002443461,-0.010995574,70
1781506356163,2072859,4.181768,-3.537498,8.121635,-0.0012217305,-0.007330383,-0.010995574,70
1781506356200,2072859,4.181768,-3.537498,8.121635,0.014660766,-0.012217305,0.002443461,70
1781506356241,2069954,4.136262,-3.6380904,8.097685,0.0012217305,-0.008552114,0.007330383,70
1781506356282,2067059,4.2632,-3.5710287,8.1000805,0.007330383,0.0061086523,0.0,70
1781506356320,2066402,4.090756,-3.542288,8.159956,-0.010995574,0.012217305,-0.0012217305,70
1781506356360,2066604,4.1602125,-3.587794,8.136005,0.0,0.010995574,-0.002443461,70
1781506356401,2066780,4.165003,-3.5997694,8.167142,0.002443461,0.004886922,-0.0061086523,70
1781506356441,2066780,4.165003,-3.5997694,8.167142,-0.010995574,-0.0061086523,0.0,70
1781506356483,2066786,4.24883,-3.5758188,8.138401,-0.0012217305,0.007330383,-0.0036651916,70
1781506356520,2067153,4.222484,-3.5183375,8.102475,-0.0036651916,0.013439035,-0.017104227,70
1781506356561,2067153,4.222484,-3.5183375,8.102475,-0.009773844,0.007330383,-0.010995574,71
1781506356601,2068721,4.1506324,-3.6548557,8.174327,-0.007330383,-0.002443461,-0.008552114,71
1781506356641,2069770,4.1626077,-3.5853992,8.167142,-0.004886922,-0.018325957,-0.0012217305,71
1781506356681,2069770,4.1626077,-3.5853992,8.167142,0.0036651916,-0.013439035,0.004886922,71
1781506356721,2070771,4.1697927,-3.6596458,8.169537,0.002443461,-0.010995574,-0.0061086523,71
1781506356763,2072906,4.119497,-3.5710287,8.150376,-0.008552114,-0.007330383,-0.009773844,71
1781506356802,2074037,4.2081137,-3.5853992,8.080919,-0.009773844,-0.002443461,-0.013439035,71
1781506356842,2075384,4.133867,-3.5063622,8.150376,-0.0012217305,-0.007330383,-0.014660766,71
1781506356882,2076703,4.1985335,-3.626115,8.07134,-0.021991149,-0.009773844,-0.007330383,71
1781506356920,2076703,4.1985335,-3.626115,8.07134,0.0036651916,-0.009773844,-0.014660766,71
1781506356961,2077350,4.102731,-3.6093497,8.203068,-0.014660766,-0.012217305,-0.008552114,71
1781506357002,2072697,4.1410522,-3.6189299,8.09529,0.0012217305,-0.0061086523,-0.007330383,71
1781506357042,2071155,4.2320642,-3.6141398,8.147981,-0.007330383,-0.004886922,-0.0061086523,71
1781506357081,2070469,4.1171017,-3.5949793,8.112056,-0.007330383,-0.007330383,-0.007330383,71
1781506357122,2070280,4.25841,-3.6596458,8.09529,-0.0012217305,-0.008552114,-0.0036651916,71
1781506357160,2070603,4.2081137,-3.62372,8.078525,0.002443461,-0.007330383,0.0,71
1781506357202,2070603,4.2081137,-3.62372,8.078525,-0.004886922,-0.0036651916,0.0,71
1781506357242,2071132,4.2632,-3.6021645,8.097685,0.004886922,0.004886922,0.0,71
1781506357282,2071849,4.2057185,-3.5710287,8.124031,-0.004886922,0.002443461,0.002443461,71
1781506357321,2071849,4.2057185,-3.5710287,8.124031,-0.0012217305,-0.0012217305,-0.0012217305,71
